index,prediction
129794,0.9 mm
129795,0
129796,0
129797,0.5 inch
129798,0
129799,0
129800,0
129801,0
129802,0
129803,0
129804,1.02 inch
129805,1.02 inch
129806,0
129807,5.5 inch
129808,0
129809,0
129810,80 mm
129811,80 mm
129812,4.5 inch
129813,0
129814,0
129815,0
129816,27 mm
129817,0
129818,0
129819,0
129820,0
129821,0
129822,18 cm
129823,0
129824,0
129825,100 mm
129826,100 mm
129827,0
129828,0
129829,0
129830,0
129831,0
129832,0
129833,0
129834,0
129835,0
129836,0
129837,0
129838,0
129839,0
129840,0
129841,0
129842,0
129843,0
129844,0
129845,0
129846,0
129847,0
129848,0
129849,0
129850,52 volt
129851,52 volt
129852,0
129853,0
129854,0
129855,0
129856,0
129857,0
129858,0
129859,0
129860,0
129861,0
129862,400 cm
129863,0
129864,0
129865,0
129866,0
129867,0
129868,0
129869,0
129870,0
129871,0
129872,0
129873,0
129874,0
129875,0
129876,0
129877,120 cm
129878,0
129879,0
129880,0
129881,0
129882,0
129883,0
129884,20 mm
129885,0
129886,0
129887,0
129888,0
129889,0
129890,5 cm
129891,0
129892,0
129893,0
129894,0
129895,0
129896,0
129897,0
129898,0
129899,0
129900,0
129901,0
129902,0
129903,0
129904,0
129905,0
129906,0
129907,0
129908,0
129909,0
129910,0
129911,16 mm
129912,0
129913,0
129914,0
129915,0
129916,0
129917,0
129918,0
129919,0
129920,0
129921,0
129922,0
129923,40 mm
129924,0
129925,0
129926,10 cm
129927,0
129928,0
129929,0
129930,0
129931,0
129932,0
129933,0
129934,0
129935,0
129936,0
129937,0
129938,0
129939,0
129940,0
129941,0
129942,0
129943,0
129944,0
129945,6.3 inch
129946,0
129947,0
129948,0
129949,0
129950,0
129951,0
129952,0
129953,0
129954,0
129955,0
129956,0
129957,0
129958,0
129959,228 cm
129960,228 cm
129961,56 mm
129962,0
129963,0
129964,0
129965,0
129966,0
129967,3 cm
129968,0
129969,0
129970,0
129971,21 mm
129972,0
129973,3.0 inch
129974,0
129975,0
129976,0
129977,0
129978,0
129979,0
129980,0
129981,21 mm
129982,50 watt
129983,50 watt
129984,0
129985,9 inch
129986,0
129987,0
129988,0
129989,0
129990,0
129991,0
129992,0
129993,0
129994,0
129995,0
129996,0
129997,0
129998,0
129999,0.98 inch
130000,0
130001,0
130002,0
130003,0
130004,0
130005,0
130006,0
130007,0
130008,0
130009,0
130010,0
130011,0
130012,0
130013,0
130014,0
130015,0
130016,0
130017,0
130018,0
130019,0
130020,0
130021,0
130022,0
130023,0
130024,0
130025,0
130026,0
130027,0
130028,0
130029,0
130030,0
130031,0
130032,0
130033,0
130034,0
130035,0
130036,0
130037,0
130038,0
130039,0
130040,0
130041,0
130042,0
130043,0
130044,0
130045,0
130046,0
130047,0
130048,0
130049,0
130050,0
130051,0
130052,0
130053,0
130054,0
130055,0
130056,0
130057,0
130058,0
130059,0
130060,0
130061,0
130062,0
130063,0
130064,0
130065,0
130066,0
130067,95 mm
130068,95 mm
130069,0
130070,0
130071,0
130072,0
130073,0
130074,0
130075,0
130076,0
130077,0
130078,0
130079,0
130080,0
130081,0
130082,0
130083,0
130084,0
130085,0
130086,0
130087,0
130088,16 inch
130089,0
130090,0
130091,0
130092,0
130093,0
130094,0
130095,0
130096,0
130097,15142 mm
130098,0
130099,0
130100,0
130101,0
130102,0
130103,0
130104,12 volt
130105,0
130106,0
130107,0
130108,0
130109,0
130110,0
130111,0
130112,0
130113,0
130114,0
130115,0
130116,0
130117,0
130118,0
130119,0
130120,0
130121,0
130122,0
130123,0
130124,0
130125,120 volt
130126,0
130127,0
130128,0
130129,0
130130,0
130131,0
130132,0
130133,0
130134,0
130135,0
130136,0
130137,0
130138,28 inch
130139,28 inch
130140,0
130141,0
130142,0
130143,18.5 ounce
130144,0
130145,0
130146,0
130147,0
130148,0
130149,0
130150,0
130151,0
130152,0
130153,0
130154,0
130155,0
130156,0
130157,0
130158,0
130159,0
130160,0
130161,0
130162,0
130163,0
130164,0
130165,0
130166,0
130167,0
130168,0
130169,0
130170,0
130171,0
130172,0
130173,0
130174,0
130175,0.98 inch
130176,0
130177,16 ounce
130178,0
130179,0
130180,0
130181,0
130182,0
130183,0
130184,0
130185,0
130186,52.5 cm
130187,0
130188,0
130189,0
130190,0
130191,0
130192,0
130193,0
130194,0
130195,16.5 inch
130196,0
130197,40 mm
130198,40 mm
130199,0
130200,0
130201,25 mm
130202,25 mm
130203,0
130204,6.7 inch
130205,0
130206,0
130207,0
130208,0
130209,0
130210,0
130211,0
130212,0
130213,0
130214,0
130215,0
130216,0
130217,0
130218,0
130219,0
130220,0
130221,0
130222,0
130223,0
130224,0
130225,0
130226,0
130227,0
130228,0
130229,2.4 inch
130230,0
130231,0
130232,0
130233,279 mm
130234,0
130235,0
130236,0
130237,0
130238,0
130239,5 mm
130240,0
130241,12 inch
130242,0
130243,0
130244,0
130245,0
130246,0
130247,0
130248,12 volt
130249,12 volt
130250,0
130251,0
130252,0
130253,0
130254,0
130255,0
130256,0
130257,0
130258,0
130259,0
130260,0
130261,0
130262,63.5 mm
130263,63.5 mm
130264,4 inch
130265,4 inch
130266,0
130267,800 mm
130268,0
130269,0
130270,0
130271,0
130272,0
130273,0
130274,0
130275,100 mm
130276,100 mm
130277,0
130278,0
130279,0
130280,0
130281,8 mm
130282,0
130283,0
130284,0
130285,0
130286,0
130287,0
130288,0
130289,0
130290,0
130291,0
130292,0
130293,0
130294,0
130295,113.5 mm
130296,113.5 mm
130297,36 mm
130298,36 mm
130299,0
130300,0
130301,0
130302,0
130303,0
130304,0
130305,0
130306,0
130307,0
130308,0
130309,0
130310,0
130311,0
130312,0
130313,0
130314,0
130315,0
130316,0
130317,0
130318,0
130319,0
130320,0
130321,0
130322,0
130323,0
130324,30 mm
130325,30 mm
130326,0
130327,0
130328,0
130329,0
130330,0
130331,0
130332,930 mm
130333,31 inch
130334,31 inch
130335,0
130336,0
130337,0
130338,0
130339,0
130340,0
130341,0
130342,0
130343,0
130344,0
130345,0
130346,0
130347,0
130348,0
130349,0
130350,0
130351,0
130352,0
130353,0
130354,0
130355,0
130356,0
130357,0
130358,0
130359,0
130360,0
130361,0
130362,0
130363,0
130364,0
130365,0
130366,0
130367,0
130368,0
130369,63.5 mm
130370,63.5 mm
130371,0
130372,0
130373,5 mm
130374,5 mm
130375,0
130376,0
130377,0
130378,0
130379,0
130380,0
130381,76.7 mm
130382,0
130383,0
130384,0
130385,0
130386,0
130387,0
130388,10 cm
130389,0
130390,0
130391,0
130392,0
130393,0.12 gram
130394,33 mm
130395,0
130396,0
130397,0
130398,0
130399,0
130400,0
130401,0
130402,0
130403,0
130404,0
130405,0
130406,4.8 gram
130407,0
130408,0
130409,0
130410,0
130411,0
130412,0
130413,0
130414,0
130415,0
130416,0
130417,0
130418,0
130419,0
130420,0
130421,0
130422,300 mm
130423,0
130424,0
130425,0
130426,0
130427,0
130428,0
130429,0
130430,0
130431,0
130432,0
130433,32 mm
130434,32 mm
130435,108 mm
130436,58 mm
130437,0
130438,0
130439,0
130440,0
130441,0
130442,0
130443,0
130444,0
130445,0
130446,0
130447,0
130448,0
130449,0
130450,0
130451,0
130452,0
130453,0
130454,0
130455,0
130456,0
130457,0
130458,0
130459,0
130460,0
130461,0
130462,0
130463,0
130464,0
130465,0
130466,0
130467,0
130468,0
130469,0
130470,0
130471,0
130472,0
130473,0
130474,0
130475,0
130476,0
130477,25 mm
130478,0
130479,0
130480,0
130481,0
130482,0
130483,0
130484,0
130485,0
130486,0
130487,0
130488,0
130489,0
130490,0
130491,0
130492,0
130493,0
130494,0
130495,63.5 mm
130496,63.5 mm
130497,0
130498,50 mm
130499,50 mm
130500,0
130501,0
130502,0
130503,0
130504,15 ounce
130505,0
130506,0
130507,0
130508,0
130509,9. cm
130510,0
130511,0
130512,0
130513,0
130514,0
130515,0
130516,4.5 inch
130517,300 mm
130518,0
130519,0
130520,0
130521,0
130522,0
130523,0
130524,0
130525,300 mm
130526,0
130527,0
130528,0
130529,0
130530,0
130531,0
130532,10.3 inch
130533,0
130534,0
130535,0
130536,0
130537,0
130538,0
130539,0
130540,0
130541,0
130542,0
130543,0
130544,0
130545,0
130546,140 watt
130547,0
130548,0
130549,0
130550,0
130551,0
130552,0
130553,0
130554,0
130555,0
130556,0
130557,0
130558,203 mm
130559,7 inch
130560,0
130561,0
130562,0
130563,0
130564,0
130565,0
130566,0
130567,0
130568,0
130569,0
130570,0
130571,0
130572,0
130573,0
130574,0
130575,0
130576,0
130577,0
130578,0
130579,0
130580,0
130581,0
130582,0
130583,0
130584,0
130585,0
130586,0
130587,0
130588,0
130589,0
130590,0
130591,0
130592,0
130593,0
130594,0
130595,0
130596,0
130597,50 mm
130598,50 mm
130599,0
130600,0
130601,0
130602,0
130603,0
130604,15 cm
130605,15 cm
130606,0
130607,0
130608,0
130609,0
130610,0
130611,0
130612,100 gram
130613,0
130614,0
130615,0
130616,0
130617,38 mm
130618,38 mm
130619,0
130620,0
130621,0
130622,0
130623,0
130624,56 mm
130625,56 mm
130626,1360 mm
130627,0
130628,0
130629,0
130630,0
130631,0
130632,0
130633,0
130634,0
130635,0
130636,0
130637,0
130638,0
130639,0
130640,0
130641,50 mm
130642,0
130643,0
130644,300 mm
130645,0
130646,0
130647,30 mm
130648,30 mm
130649,0
130650,0
130651,0
130652,0
130653,0
130654,0
130655,0
130656,0
130657,0
130658,0
130659,0
130660,0
130661,0
130662,0
130663,0
130664,0
130665,0
130666,0
130667,0
130668,0
130669,0
130670,0
130671,0
130672,0
130673,0
130674,0
130675,110 mm
130676,110 mm
130677,300 mm
130678,0
130679,0
130680,140 mm
130681,140 mm
130682,30 mm
130683,30 mm
130684,58 mm
130685,0
130686,0
130687,0
130688,2 volt
130689,2 volt
130690,0
130691,0
130692,0
130693,0
130694,0
130695,0
130696,0
130697,0
130698,12 mm
130699,30 mm
130700,30 mm
130701,30 cm
130702,0
130703,0
130704,0
130705,0
130706,0
130707,0
130708,0
130709,0
130710,0
130711,0
130712,0
130713,0
130714,300 mm
130715,0
130716,0
130717,0
130718,0
130719,50 mm
130720,0
130721,63.5 mm
130722,63.5 mm
130723,0
130724,0
130725,0
130726,0
130727,0
130728,76 inch
130729,0
130730,0
130731,0
130732,0
130733,0
130734,0
130735,55 mm
130736,0
130737,0
130738,0
130739,0
130740,0
130741,0
130742,0
130743,0
130744,0
130745,0
130746,0
130747,0
130748,0
130749,0
130750,0
130751,0
130752,0
130753,0
130754,0
130755,32 inch
130756,0
130757,0
130758,0
130759,0
130760,0
130761,0
130762,300 mm
130763,0
130764,10 cm
130765,0
130766,00 mm
130767,0
130768,0
130769,300 mm
130770,0
130771,0
130772,0
130773,0
130774,135 mm
130775,0
130776,350 mm
130777,0
130778,0
130779,0
130780,16 ounce
130781,0
130782,0
130783,0
130784,0
130785,0
130786,0
130787,30 mm
130788,30 mm
130789,0
130790,0
130791,0
130792,0
130793,0.0 gram
130794,0
130795,0
130796,0
130797,127. cm
130798,0
130799,0
130800,0
130801,0
130802,0
130803,0
130804,0
130805,0
130806,0
130807,009 mm
130808,0
130809,0
130810,0
130811,0
130812,0
130813,0
130814,0
130815,0
130816,0
130817,0
130818,0
130819,0
130820,0
130821,0
130822,0
130823,0
130824,0
130825,0
130826,0
130827,0
130828,0
130829,0
130830,0
130831,35.5 mm
130832,35.5 mm
130833,0
130834,0
130835,0
130836,41 mm
130837,41 mm
130838,0
130839,0
130840,0
130841,0
130842,0
130843,0
130844,0
130845,0
130846,32 inch
130847,0
130848,0
130849,0
130850,0
130851,0
130852,0
130853,0
130854,0
130855,0
130856,0
130857,30 mm
130858,135 mm
130859,0
130860,1200 watt
130861,0
130862,0
130863,300 mm
130864,0
130865,22 gram
130866,0
130867,0
130868,0
130869,0
130870,0
130871,0
130872,0
130873,0
130874,0
130875,0
130876,0
130877,0
130878,0
130879,0
130880,0
130881,135 mm
130882,0
130883,600 watt
130884,0
130885,0
130886,60 mm
130887,60 mm
130888,0
130889,114 cm
130890,114 cm
130891,0
130892,0
130893,300 mm
130894,0
130895,0
130896,0
130897,0
130898,0
130899,0
130900,0
130901,0
130902,0
130903,0
130904,0
130905,0
130906,0
130907,0
130908,0
130909,0
130910,0
130911,0
130912,0
130913,0
130914,0
130915,0
130916,0
130917,0
130918,22 gram
130919,0
130920,0
130921,0
130922,0
130923,0
130924,4 inch
130925,4 inch
130926,0
130927,0
130928,300 mm
130929,0
130930,0
130931,0
130932,0
130933,10 cm
130934,55 mm
130935,110 mm
130936,0
130937,0
130938,50 mm
130939,50 mm
130940,0
130941,0
130942,0
130943,0
130944,0
130945,0
130946,0
130947,0
130948,0
130949,0
130950,0
130951,0
130952,0
130953,0
130954,300 mm
130955,0
130956,0
130957,220 cm
130958,27.9 cm
130959,0
130960,0
130961,0
130962,0
130963,0
130964,0
130965,0
130966,300 mm
130967,0
130968,0
130969,0
130970,0
130971,0
130972,0
130973,0
130974,0
130975,0
130976,0
130977,0
130978,0
130979,0
130980,0
130981,0
130982,0
130983,0
130984,0
130985,0
130986,0
130987,10 inch
130988,0
130989,0
130990,0
130991,0.01 mm
130992,0.01 mm
130993,0
130994,0
130995,0
130996,0
130997,0
130998,0
130999,0
131000,0
131001,0
131002,0
131003,0
131004,0
131005,0
131006,0
131007,100 gram
131008,0
131009,0
131010,0
131011,0
131012,2 mm
131013,0
131014,0
131015,0
131016,0
131017,0
131018,0
131019,0
131020,24 mm
131021,24 mm
131022,0
131023,63.5 mm
131024,63.5 mm
131025,0
131026,0
131027,0
131028,0
131029,0
131030,0
131031,0
131032,0
131033,0
131034,0
131035,0
131036,12 gram
131037,0
131038,0
131039,0
131040,0
131041,0
131042,0
131043,0
131044,10 cm
131045,6.3 inch
131046,0
131047,0
131048,0
131049,0
131050,0
131051,0
131052,0
131053,0
131054,0
131055,2 ounce
131056,0
131057,0
131058,0
131059,7.9 mm
131060,0
131061,0
131062,0
131063,0
131064,0
131065,0
131066,0
131067,0
131068,0
131069,0
131070,0
131071,21 cm
131072,38 mm
131073,38 mm
131074,0
131075,30.4 cm
131076,0
131077,0
131078,300 mm
131079,0
131080,0
131081,0
131082,0
131083,0
131084,10 inch
131085,0
131086,0
131087,0
131088,0
131089,0
131090,0
131091,0
131092,0
131093,0
131094,0
131095,0
131096,300 mm
131097,0
131098,300 watt
131099,0
131100,0
131101,0
131102,0
131103,6.3 inch
131104,0
131105,0
131106,0
131107,0
131108,0
131109,0
131110,0
131111,0
131112,0
131113,0
131114,0
131115,0
131116,0
131117,0
131118,0
131119,0
131120,0
131121,0
131122,0
131123,24 mm
131124,24 mm
131125,0
131126,21.5 cm
131127,0
131128,0
131129,0
131130,0
131131,0
131132,0
131133,0
131134,0
131135,0
131136,0
131137,0
131138,0
131139,0
131140,0
131141,0
131142,0
131143,0
131144,0
131145,0
131146,0
131147,0
131148,0
131149,0
131150,42 mm
131151,0
131152,0
131153,0
131154,0
131155,0
131156,0
131157,0
131158,0
131159,0
131160,0
131161,0
131162,0
131163,0
131164,0
131165,0
131166,0
131167,0
131168,0
131169,0
131170,0
131171,0
131172,0
131173,0
131174,0
131175,0
131176,0
131177,0
131178,0
131179,0
131180,0
131181,0
131182,0
131183,0
131184,0
131185,0
131186,0
131187,0
131188,0
131189,0
131190,0
131191,0
131192,0
131193,58 mm
131194,0
131195,0
131196,0
131197,0
131198,0
131199,0
131200,0
131201,0
131202,0
131203,0
131204,0
131205,0
131206,30 mm
131207,30 mm
131208,0
131209,28 mm
131210,28 mm
131211,0
131212,0
131213,0
131214,0
131215,0
131216,0
131217,0
131218,0
131219,0
131220,0
131221,0
131222,0
131223,0
131224,0
131225,0
131226,0
131227,0
131228,0
131229,0
131230,0
131231,0
131232,0
131233,0
131234,300 watt
131235,0
131236,0
131237,0
131238,0
131239,0
131240,12 volt
131241,0
131242,10 inch
131243,0
131244,84 inch
131245,0
131246,0
131247,0
131248,0
131249,0
131250,0
131251,0
131252,0
131253,0
131254,0
131255,0
131256,0
131257,0
131258,0
131259,0
131260,0
131261,0
131262,0
131263,9 cm
131264,9 cm
131265,0
131266,0
131267,0
131268,0
131269,0
131270,0
131271,4.82 inch
131272,0
131273,0
131274,24 inch
131275,0
131276,0
131277,0
131278,0
131279,0
131280,0
131281,0
131282,0
131283,0
131284,0
131285,0
131286,0
131287,0
